episode_id,scenario,seed,duration_seconds,cohort,split,evaluation_scope,paired_family,defender_action,background_profile,topology_profile,active_node_count,service_profile,telemetry_profile,prefix_contract,forecast_focus
lab_345,credential_pressure_progress,32296,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_32296,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_346,matched_legitimate_admin,32296,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_32296,none,mixed,flat5,5,ssh_key,network_auth,observable_contrast,first_hop
lab_347,credential_pressure_progress,25304,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_25304,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_348,matched_legitimate_admin,25304,150,informative_passive,test,sealed_in_domain,v6_test_informative_passive_25304,none,quiet,segmented7,7,ssh_password,network_auth,observable_contrast,first_hop
lab_349,shared_prefix_stop,27897,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_27897,none,quiet,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_350,shared_prefix_progress,27897,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_27897,none,quiet,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_351,shared_prefix_stop,40131,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_40131,none,web,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_352,shared_prefix_progress,40131,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_40131,none,web,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_353,shared_prefix_stop,46417,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_46417,none,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_354,shared_prefix_progress,46417,150,ambiguous_passive,test,sealed_topology_holdout,v6_test_ambiguous_passive_46417,none,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_355,shared_prefix_stop,47393,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_47393,none,mixed,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_356,shared_prefix_progress,47393,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_47393,none,mixed,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_357,shared_prefix_stop,26072,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_26072,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_358,shared_prefix_progress,26072,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_26072,none,quiet,segmented7,7,ssh_key,network_auth,same_prefix_through_cutoff,first_hop
lab_359,shared_prefix_stop,36373,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_36373,none,web,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_360,shared_prefix_progress,36373,150,ambiguous_passive,test,sealed_in_domain,v6_test_ambiguous_passive_36373,none,web,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,first_hop
lab_361,pivot_probe_then_stop,47333,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_47333,none,mixed,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_362,pivot_probe_then_second_hop,47333,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_47333,none,mixed,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_363,pivot_probe_then_stop,25789,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_25789,none,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_364,pivot_probe_then_second_hop,25789,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_25789,none,admin,dual_zone7_holdout,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_365,pivot_probe_then_stop,33239,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_33239,none,quiet,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_366,pivot_probe_then_second_hop,33239,150,two_hop_progression,test,sealed_topology_holdout,v6_test_two_hop_progression_33239,none,quiet,dual_zone7_holdout,7,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_367,pivot_probe_then_stop,29535,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_29535,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_368,pivot_probe_then_second_hop,29535,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_29535,none,admin,flat5,5,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_369,pivot_probe_then_stop,43541,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_43541,none,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_370,pivot_probe_then_second_hop,43541,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_43541,none,mixed,segmented7,7,ssh_password,network_auth,same_prefix_through_cutoff,second_hop
lab_371,pivot_probe_then_stop,49335,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_49335,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_372,pivot_probe_then_second_hop,49335,150,two_hop_progression,test,sealed_in_domain,v6_test_two_hop_progression_49335,none,web,flat5,5,ssh_key,network_auth,same_prefix_through_cutoff,second_hop
lab_373,background_only,24144,150,benign_control,test,sealed_topology_holdout,v6_test_benign_control_24144,none,web,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_374,legitimate_admin_ssh,24144,150,benign_control,test,sealed_topology_holdout,v6_test_benign_control_24144,none,web,dual_zone7_holdout,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_375,background_only,36918,150,benign_control,test,sealed_topology_holdout,v6_test_benign_control_36918,none,mixed,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_376,legitimate_admin_ssh,36918,150,benign_control,test,sealed_topology_holdout,v6_test_benign_control_36918,none,mixed,dual_zone7_holdout,7,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_377,background_only,42389,150,benign_control,test,sealed_in_domain,v6_test_benign_control_42389,none,quiet,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_378,legitimate_admin_ssh,42389,150,benign_control,test,sealed_in_domain,v6_test_benign_control_42389,none,quiet,flat5,5,ssh_key,network_auth,observable_contrast,none_or_legitimate
lab_379,background_only,30946,150,benign_control,test,sealed_in_domain,v6_test_benign_control_30946,none,admin,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
lab_380,legitimate_admin_ssh,30946,150,benign_control,test,sealed_in_domain,v6_test_benign_control_30946,none,admin,segmented7,7,ssh_password,network_auth,observable_contrast,none_or_legitimate
